salesOrderId,orderDate,dueDate,shipDate,status,salesOrderNumber,purchaseOrderNumber,accountNumber,territory,billToAddress,shipToAddress,creditCardId,creditCardApprovalCode,currencyRateId,subTotal,taxAmount,freight,totalDue
44090,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44090,PO15834170093,10-4020-000417,Southwest (United States),"7760 N. Pan Am Expwy-San Antonio, Texas, United States","7760 N. Pan Am Expwy-San Antonio, Texas, United States",17935.0,95655Vi93027,,6654.7023,634.7888,198.3715,7487.8626
44091,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44091,PO15863179138,10-4020-000545,Southwest (United States),"25150 El Camino Real-San Bruno, California, United States","25150 El Camino Real-San Bruno, California, United States",16253.0,45659Vi84045,,4492.7043,429.1119,134.0975,5055.9137
44092,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44092,PO15167143312,10-4020-000273,Southwest (United States),"One Dancing, Rr No. 25/Box 8033-Round Rock, Texas, United States","One Dancing, Rr No. 25/Box 8033-Round Rock, Texas, United States",7126.0,115751Vi36971,,4075.0341,393.8955,123.0923,4592.0219
44093,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44093,PO15138128112,10-4020-000093,Southwest (United States),"Sapp Road West-Round Rock, Texas, United States","Sapp Road West-Round Rock, Texas, United States",3047.0,15752Vi16032,,10680.7251,1021.8926,319.3414,12021.9591
44094,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44094,PO14877175150,10-4020-000172,Canada (Canada),"250551 Shellbridge Way-Richmond, British Columbia, Canada","250551 Shellbridge Way-Richmond, British Columbia, Canada",17062.0,15779Vi88581,810.0,4079.988,391.6788,122.3996,4594.0664
44095,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44095,PO14964184959,10-4020-000581,Southwest (United States),"49925 Crestview Drive N.E.-Rio Rancho, New Mexico, United States","49925 Crestview Drive N.E.-Rio Rancho, New Mexico, United States",11555.0,55792Vi59695,,42341.075,4074.613,1273.3166,47689.0046
44096,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44096,PO13920114195,10-4020-000180,Central (United States),"9920 North Telegraph Rd.-Pontiac, Michigan, United States","9920 North Telegraph Rd.-Pontiac, Michigan, United States",14064.0,65876Vi72956,,8129.976,780.4777,243.8993,9154.353
44097,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44097,PO14268131774,10-4020-000418,Central (United States),"99433 S. Greenbay Rd.-Racine, Wisconsin, United States","99433 S. Greenbay Rd.-Racine, Wisconsin, United States",19154.0,45879Vi99543,,6035.8246,579.2061,181.0019,6796.0326
44098,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44098,PO13746121367,10-4020-000567,Southeast (United States),"Belz Factory Outlet-Pigeon Forge, Tennessee, United States","Belz Factory Outlet-Pigeon Forge, Tennessee, United States",18100.0,25956Vi93868,,16369.1545,1571.28,491.025,18431.4595
44099,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44099,PO13717176693,10-4020-000473,Southwest (United States),"Prime Outlets-Phoenix, Arizona, United States","9228 Via Del Sol-Phoenix, Arizona, United States",11215.0,15961Vi57849,,12499.4471,1199.6777,374.8993,14074.0241
44100,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44100,PO13543119495,10-4020-000293,Northwest (United States),"Sports Store At Park City-Park City, Utah, United States","Sports Store At Park City-Park City, Utah, United States",7392.0,106031Vi38330,,81164.2329,7884.6612,2463.9566,91512.8507
44101,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44101,PO11977181307,10-4020-000675,Southeast (United States),"254075 Biscayne Blvd.-North Miami Beach, Florida, United States","254075 Biscayne Blvd.-North Miami Beach, Florida, United States",19078.0,86199Vi99116,,9794.6422,941.2667,294.1458,11030.0547
44102,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44102,PO11426145969,10-4020-000386,Southeast (United States),"25 Myrtle Beach-Myrtle Beach, South Carolina, United States","25 Myrtle Beach-Myrtle Beach, South Carolina, United States",17658.0,96269Vi91631,,3513.9448,336.5312,105.166,3955.642
44103,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44103,PO11107175113,10-4020-000156,Canada (Canada),"770 Notre Datme Quest Bureau 800-Montreal, Quebec, Canada","770 Notre Datme Quest Bureau 800-Montreal, Quebec, Canada",319.0,16306Vi1621,810.0,3814.3435,365.811,114.3159,4294.4704
44104,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44104,PO10585171940,10-4020-000498,Canada (Canada),"5990 Avebury Road-Mississauga, Ontario, Canada","5990 Avebury Road-Mississauga, Ontario, Canada",6955.0,26435Vi36178,810.0,4079.988,391.6788,122.3996,4594.0664
44105,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44105,PO10382117173,10-4020-000453,Central (United States),"3900 S. 997th St.-Milwaukee, Wisconsin, United States","3900 S. 997th St.-Milwaukee, Wisconsin, United States",17132.0,76451Vi88949,,6101.382,585.6263,183.0082,6870.0165
44106,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44106,PO319178820,10-4020-000116,Southeast (United States),"42500 West Park Drive-Atlanta, Georgia, United States","42500 West Park Drive-Atlanta, Georgia, United States",7079.0,66465Vi36728,,419.4589,40.2681,12.5838,472.3108
44107,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44107,PO261177749,10-4020-000647,Southwest (United States),"Lincoln Square-Arlington, Texas, United States","Lincoln Square-Arlington, Texas, United States",7160.0,96487Vi37174,,16185.4292,1555.4136,486.0668,18226.9096
44108,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44108,PO667110590,10-4020-000365,Southwest (United States),"Factory Merchants-Barstow, California, United States","Factory Merchants-Barstow, California, United States",7092.0,46582Vi36784,,2169.0469,208.2285,65.0714,2442.3468
44109,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44109,PO783112882,10-4020-000091,Northwest (United States),"258101 Nw Evergreen Parkway-Beaverton, Oregon, United States","258101 Nw Evergreen Parkway-Beaverton, Oregon, United States",5220.0,56591Vi27302,,13837.0855,1329.5349,415.4797,15582.1001
44110,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44110,PO1624152036,10-4020-000579,Central (United States),"Tanger Factory-Branch, Minnesota, United States","Tanger Factory-Branch, Minnesota, United States",15369.0,46636Vi79380,,16667.3077,1600.6864,500.2145,18768.2086
44111,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44111,PO1740120267,10-4020-000460,Canada (Canada),"6700 Boul Taschereau-Brossard, Quebec, Canada","6700 Boul Taschereau-Brossard, Quebec, Canada",18813.0,126720Vi97739,810.0,11641.3209,1117.861,349.3315,13108.5134
44112,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44112,PO1885183650,10-4020-000588,Canada (Canada),"30025 Wayburne Drive, Suite 275-Burnaby, British Columbia, Canada","30025 Wayburne Drive, Suite 275-Burnaby, British Columbia, Canada",778.0,126735Vi3956,810.0,32444.904,3114.7108,973.3471,36532.9619
44113,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44113,PO2697181021,10-4020-000187,Southwest (United States),"251340 E. South St.-Cerritos, California, United States","251340 E. South St.-Cerritos, California, United States",12933.0,96824Vi66885,,40510.3042,3894.0507,1216.8909,45621.2458
44114,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44114,PO3190199320,10-4020-000575,Northeast (United States),"Cherry Grove Plaza-Cincinnati, Ohio, United States","Cherry Grove Plaza-Cincinnati, Ohio, United States",7146.0,106925Vi37077,,33478.9114,3221.1056,1006.5955,37706.6125
44115,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44115,PO3248122509,10-4020-000366,Southwest (United States),"The Citadel Commerce Plaza-City Of Commerce, California, United States","The Citadel Commerce Plaza-City Of Commerce, California, United States",14486.0,48008Vi75127,,66848.3878,6434.5384,2010.7932,75293.7194
44116,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44116,PO4089171650,10-4020-000368,Southeast (United States),"99842 White Mill East-Decatur, Georgia, United States","99842 White Mill East-Decatur, Georgia, United States",17669.0,88051Vi91685,,20351.34,1953.6222,610.507,22915.4692
44117,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44117,PO4408172413,10-4020-000143,Northeast (United States),"Saltonstall Parkway-East Haven, Connecticut, United States","Saltonstall Parkway-East Haven, Connecticut, United States",4524.0,28055Vi23704,,12907.7717,1241.5408,387.9815,14537.294
44118,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44118,PO4147180314,10-4020-000222,Central (United States),"2530 South Colorado Blvd.-Denver, Colorado, United States","2000 300th Street-Denver, Colorado, United States",18707.0,78063Vi97267,,3427.4236,329.0327,102.8227,3859.279
44119,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44119,PO4640166555,10-4020-000648,Southwest (United States),"Corp Ofc Accts Payable-El Segundo, California, United States","Corp Ofc Accts Payable-El Segundo, California, United States",18418.0,118109Vi95680,,49096.1075,4709.9034,1471.8448,55277.8557
44120,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44120,PO5597155510,10-4020-000075,Southwest (United States),"Corporate Office-Garland, Texas, United States","Corporate Office-Garland, Texas, United States",18496.0,48187Vi96071,,26967.1293,2597.0004,811.5626,30375.6923
44121,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44121,PO5220129819,10-4020-000169,Northwest (United States),"2560 E. Newlands Dr-Fernley, Nevada, United States","2560 E. Newlands Dr-Fernley, Nevada, United States",12214.0,128195Vi63164,,64713.9547,6232.6603,1947.7063,72894.3213
44122,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44122,PO5307162091,10-4020-000369,Southeast (United States),"Turfway Retail Center-Florence, Kentucky, United States","Turfway Retail Center-Florence, Kentucky, United States",4215.0,98242Vi22195,,4064.988,390.2388,121.9496,4577.1764
44123,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44123,PO6322187277,10-4020-000503,Northeast (United States),"Granite State Marketplace-Hooksett, New Hampshire, United States","Granite State Marketplace-Hooksett, New Hampshire, United States",13601.0,28361Vi70508,,874.794,83.9802,26.2438,985.018
44124,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44124,PO6786110112,10-4020-000003,Southwest (United States),"12345 Sterling Avenue-Irving, Texas, United States","12345 Sterling Avenue-Irving, Texas, United States",5164.0,38409Vi26986,,15439.0357,1484.4652,463.8954,17387.3963
44125,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44125,PO6873116192,10-4020-000238,Central (United States),"6030 Robinson Road-Jefferson City, Missouri, United States","6030 Robinson Road-Jefferson City, Missouri, United States",8882.0,128417Vi45799,,2604.0653,249.845,78.0766,2931.9869
44126,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44126,PO7192167220,10-4020-000020,Northwest (United States),"259826 Russell Rd. South-Kent, Washington, United States","259826 Russell Rd. South-Kent, Washington, United States",7845.0,58441Vi40596,,14263.458,1369.026,427.8206,16060.3046
44127,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44127,PO7569162058,10-4020-000608,Southwest (United States),"5500 Grossmont Center Drive-La Mesa, California, United States","5500 Grossmont Center Drive-La Mesa, California, United States",7293.0,98464Vi37844,,91014.7853,8770.4397,2740.7624,102525.9874
44128,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44128,PO9541192839,10-4020-000279,Southeast (United States),"770 South Point Dr-Memphis, Tennessee, United States","770 South Point Dr-Memphis, Tennessee, United States",17915.0,38682Vi92926,,18542.1726,1777.1149,555.3484,20874.6359
44129,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44129,PO9483186106,10-4020-000054,Northeast (United States),"Attn: Accounts Payable/44 Main Place-Melville, New York, United States","Attn: Accounts Payable/44 Main Place-Melville, New York, United States",3788.0,48719Vi19942,,55699.8037,5352.7901,1672.7469,62725.3407
44130,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44130,PO9106111486,10-4020-000602,Southeast (United States),"Foothills Mall-Maryville, Tennessee, United States","Foothills Mall-Maryville, Tennessee, United States",7600.0,128723Vi39373,,35410.9983,3406.4582,1064.5182,39881.9747
44131,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44131,PO9019194963,10-4020-000576,Northeast (United States),"Johnny Appleseed Shop.center-Mansfield, Ohio, United States","Johnny Appleseed Shop.center-Mansfield, Ohio, United States",8010.0,68736Vi41477,,20514.2859,1966.5222,614.5382,23095.3463
44132,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44132,PO9570191688,10-4020-000585,Southeast (United States),"Mall Of Memphis-Memphis, Tennessee, United States","Mall Of Memphis-Memphis, Tennessee, United States",,,,4049.988,388.7988,121.4996,4560.2864
44133,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44133,PO9599144193,10-4020-000170,Southeast (United States),"6555 Quince Road, Suite 2025-Memphis, Tennessee, United States","6555 Quince Road, Suite 2025-Memphis, Tennessee, United States",18875.0,88756Vi98048,,25686.5186,2468.9735,771.5542,28927.0463
44134,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44134,,10-4030-013821,United Kingdom (United Kingdom),"619 Natalie Drive-Woolston, England, United Kingdom","619 Natalie Drive-Woolston, England, United Kingdom",18596.0,1031049Vi96646,815.0,3578.27,286.2616,89.4568,3953.9884
44135,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44135,,10-4030-028156,Southwest (United States),"5764 St. Dunstan Ct.-Santa Cruz, California, United States","5764 St. Dunstan Ct.-Santa Cruz, California, United States",18155.0,231795Vi94135,,3578.27,286.2616,89.4568,3953.9884
44136,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44136,,10-4030-022114,Canada (Canada),"191 Trail Way-Cliffside, British Columbia, Canada","191 Trail Way-Cliffside, British Columbia, Canada",12023.0,531807Vi62143,810.0,3578.27,286.2616,89.4568,3953.9884
44137,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44137,,10-4030-017328,Australia (Australia),"9100 Main Street-Warrnambool, Victoria, Australia","9100 Main Street-Warrnambool, Victoria, Australia",1885.0,435392Vi9773,808.0,3578.27,286.2616,89.4568,3953.9884
44138,2011-08-02T00:00:00,2011-08-14T00:00:00,2011-08-09T00:00:00,Shipped,SO44138,,10-4030-013765,United Kingdom (United Kingdom),"5170 Isabel Dr-London, England, United Kingdom","5170 Isabel Dr-London, England, United Kingdom",17637.0,131033Vi91514,828.0,3578.27,286.2616,89.4568,3953.9884
44139,2011-08-02T00:00:00,2011-08-14T00:00:00,2011-08-09T00:00:00,Shipped,SO44139,,10-4030-013792,United Kingdom (United Kingdom),"5241 St. Andrews Way-York, England, United Kingdom","5241 St. Andrews Way-York, England, United Kingdom",8864.0,331042Vi45733,828.0,3578.27,286.2616,89.4568,3953.9884
44140,2011-08-02T00:00:00,2011-08-14T00:00:00,2011-08-09T00:00:00,Shipped,SO44140,,10-4030-012221,France (France),"11, rue Saint Denis-Saint Germain en Laye, Yveline, France","11, rue Saint Denis-Saint Germain en Laye, Yveline, France",15063.0,631050Vi77929,827.0,3578.27,286.2616,89.4568,3953.9884
44141,2011-08-02T00:00:00,2011-08-14T00:00:00,2011-08-09T00:00:00,Shipped,SO44141,,10-4030-013572,Germany (Germany),"Haberstr 41-Stuttgart, Saarland, Germany","Haberstr 41-Stuttgart, Saarland, Germany",11954.0,331052Vi61800,825.0,3578.27,286.2616,89.4568,3953.9884
44142,2011-08-02T00:00:00,2011-08-14T00:00:00,2011-08-09T00:00:00,Shipped,SO44142,,10-4030-022058,Canada (Canada),"5888 Salem St.-Cliffside, British Columbia, Canada","5888 Salem St.-Cliffside, British Columbia, Canada",9271.0,531899Vi47843,823.0,3578.27,286.2616,89.4568,3953.9884
44143,2011-08-02T00:00:00,2011-08-14T00:00:00,2011-08-09T00:00:00,Shipped,SO44143,,10-4030-028145,Southwest (United States),"7177 Danesta Dr.-Burbank, California, United States","7177 Danesta Dr.-Burbank, California, United States",10701.0,1031905Vi55203,,3578.27,286.2616,89.4568,3953.9884
44144,2011-08-02T00:00:00,2011-08-14T00:00:00,2011-08-09T00:00:00,Shipped,SO44144,,10-4030-017071,Australia (Australia),"2781 Cresent Dr.-North Sydney, New South Wales, Australia","2781 Cresent Dr.-North Sydney, New South Wales, Australia",9421.0,634453Vi48589,821.0,3578.27,286.2616,89.4568,3953.9884
44145,2011-08-02T00:00:00,2011-08-14T00:00:00,2011-08-09T00:00:00,Shipped,SO44145,,10-4030-017309,Australia (Australia),"6514 Las Juntas Way-South Melbourne, Victoria, Australia","6514 Las Juntas Way-South Melbourne, Victoria, Australia",,,821.0,3578.27,286.2616,89.4568,3953.9884
44146,2011-08-02T00:00:00,2011-08-14T00:00:00,2011-08-09T00:00:00,Shipped,SO44146,,10-4030-017310,Australia (Australia),"8364 Gold Crest Ct.-Seaford, Victoria, Australia","8364 Gold Crest Ct.-Seaford, Victoria, Australia",6938.0,735387Vi36107,821.0,3578.27,286.2616,89.4568,3953.9884
44147,2011-08-02T00:00:00,2011-08-14T00:00:00,2011-08-09T00:00:00,Shipped,SO44147,,10-4030-017320,Australia (Australia),"8995 Stanford St.-Darlinghurst, New South Wales, Australia","8995 Stanford St.-Darlinghurst, New South Wales, Australia",5943.0,635390Vi30960,821.0,3578.27,286.2616,89.4568,3953.9884
44148,2011-08-03T00:00:00,2011-08-15T00:00:00,2011-08-10T00:00:00,Shipped,SO44148,,10-4030-028172,Southwest (United States),"4000 Krueger Drive-Burbank, California, United States","4000 Krueger Drive-Burbank, California, United States",11199.0,331806Vi57781,,3578.27,286.2616,89.4568,3953.9884
44149,2011-08-03T00:00:00,2011-08-15T00:00:00,2011-08-10T00:00:00,Shipped,SO44149,,10-4030-017242,Australia (Australia),"3623 Bush Avenue-Townsville, Queensland, Australia","3623 Bush Avenue-Townsville, Queensland, Australia",1825.0,634460Vi9430,834.0,3578.27,286.2616,89.4568,3953.9884
44150,2011-08-03T00:00:00,2011-08-15T00:00:00,2011-08-10T00:00:00,Shipped,SO44150,,10-4030-017315,Australia (Australia),"4566 La Jolla-Springwood, New South Wales, Australia","4566 La Jolla-Springwood, New South Wales, Australia",11287.0,535389Vi58216,834.0,3578.27,286.2616,89.4568,3953.9884
44151,2011-08-03T00:00:00,2011-08-15T00:00:00,2011-08-10T00:00:00,Shipped,SO44151,,10-4030-025558,Australia (Australia),"9775 Redrock Drive-Goulburn, New South Wales, Australia","9775 Redrock Drive-Goulburn, New South Wales, Australia",11451.0,635436Vi59062,834.0,699.0982,55.9279,17.4775,772.5036
44152,2011-08-04T00:00:00,2011-08-16T00:00:00,2011-08-11T00:00:00,Shipped,SO44152,,10-4030-011334,United Kingdom (United Kingdom),"1135 W St.-Stoke-on-Trent, England, United Kingdom","1135 W St.-Stoke-on-Trent, England, United Kingdom",4342.0,931749Vi22779,854.0,3399.99,271.9992,84.9998,3756.989
44153,2011-08-04T00:00:00,2011-08-16T00:00:00,2011-08-11T00:00:00,Shipped,SO44153,,10-4030-028168,Southwest (United States),"9104 Melody Drive-Long Beach, California, United States","9104 Melody Drive-Long Beach, California, United States",8586.0,931803Vi44386,,3578.27,286.2616,89.4568,3953.9884
44154,2011-08-04T00:00:00,2011-08-16T00:00:00,2011-08-11T00:00:00,Shipped,SO44154,,10-4030-028181,Northwest (United States),"5412 Glenhaven Ave South-Lebanon, Oregon, United States","5412 Glenhaven Ave South-Lebanon, Oregon, United States",12835.0,731809Vi66372,,3578.27,286.2616,89.4568,3953.9884
44155,2011-08-04T00:00:00,2011-08-16T00:00:00,2011-08-11T00:00:00,Shipped,SO44155,,10-4030-028131,Southwest (United States),"2071 Concord Blvd.-Burbank, California, United States","2071 Concord Blvd.-Burbank, California, United States",11919.0,431903Vi61580,,3578.27,286.2616,89.4568,3953.9884
44156,2011-08-04T00:00:00,2011-08-16T00:00:00,2011-08-11T00:00:00,Shipped,SO44156,,10-4030-025887,Northwest (United States),"318 Liana Lane-Puyallup, Washington, United States","318 Liana Lane-Puyallup, Washington, United States",17511.0,133268Vi90949,,3399.99,271.9992,84.9998,3756.989
44157,2011-08-04T00:00:00,2011-08-16T00:00:00,2011-08-11T00:00:00,Shipped,SO44157,,10-4030-017055,Australia (Australia),"5742 Curtis Drive-Darlinghurst, New South Wales, Australia","5742 Curtis Drive-Darlinghurst, New South Wales, Australia",11701.0,1233640Vi60538,847.0,3578.27,286.2616,89.4568,3953.9884
44158,2011-08-05T00:00:00,2011-08-17T00:00:00,2011-08-12T00:00:00,Shipped,SO44158,,10-4030-013567,Germany (Germany),"Am Kreuz 416-Stuttgart, Saarland, Germany","Am Kreuz 416-Stuttgart, Saarland, Germany",11528.0,131046Vi59524,864.0,3578.27,286.2616,89.4568,3953.9884
